speechID|speech|speakerID|date|num_order_within_file|file|line_start|line_end|page|char count|word count|state|name|chamber|district|party
10820030088072|I say to my friend, I personally do not care whether we vote or not. I think it is late. I am not sure we need a vote. I am not sure people are here to vote, but I really do not care. I simply want everyone to know, as I have said on several occasions, that someone who can be maybe not the most cooperative--but I think I am in the top 20 or so of being cooperative around here--I am happy to be cooperative in the future. But I repeat, on more than one occasion I have said today that we cannot be treated this way. We are part of the program here. We cannot tell people who live in California there is going to be a vote. They ask, well, what time is that vote going to be on Monday? Well, we don't know. What is it going to be on? We don't know, maybe something dealing with the Commerce-State- Justice. Well, what if an amendment is going to be brought up, is it not going to be debated? I don't know. I had a call from somebody who had a schedule in the eastern part of the United States today. He said: Should I come? I said: I don't know. I am going to try to protect you, but I don't know if I can. Here we are. To compound things, tomorrow is a national holiday that Senator Daschle originally agreed to work and have votes on so we could get out of here. So I don't know if there is going to be a vote. I don't know. I don't know if there is going to be a vote. I really don't know, but maybe when I finish there will be a decision made on that. Maybe tomorrow we will have a better idea of what the schedule is. I hope that in the scheduling for tomorrow we will have some definition tonight what that scheduling is going to be. Those people in the West have lost their day. They cannot go West to enter into functions sponsored by veterans on Veterans Day. They cannot do that now. They have been brought back here for various and sundry reasons, none of which they understand. If people had some idea tonight, there are still things on the East Coast that people could still do tomorrow. I am sure maybe the Senator from Illinois, if he knew what the schedule was tomorrow he could return to the Chicago area or other parts of Illinois and do things. But those of us in the West cannot do that. So that is where we are. Chapter 6, ``The Big Mine,'' M-I-N-E.|108299|031110|80|Scr10no03-29 1.txt|5378|5437|S14287-S14334|2271|452|NV|Harry Reid|S|NA|Democratic
10820030088323|Madam President, first, may I say to the Senator that he has been working with me on a rather serious problem in the military regarding a helicopter. I commend him on taking those initiatives.|108512|031111|43|Scr11no03-19 1.txt|829|831|S14417-S14441|192|34|VA|John Warner|S|NA|Republican
10820030089348|Under the time agreement----|108900|031112|317|Scr12no03pt2-5 1.txt|3448|3448|S14547-S14597|28|4|NA|Speaker|NA|NA|N/A
10820030089391|I have seen some of them. In fact, they were revised a couple of months prior to the most recent report--I believe it was August and September--the net new jobs created on the original projection was 16,000. They have revised them up to almost I think 150,000.|108427|031112|360|Scr12no03pt2-5 1.txt|5008|5012|S14547-S14597|260|47|PA|Rick Santorum|S|NA|Republican
10820030091372|I ask unanimous consent that the concurrent resolution be agreed to, the preamble be agreed to, the motion to reconsider be laid upon the table, and any statements be printed in the Record.|108455|031121|3|Scr21no03-232 1.txt|29|31|S15508-S15509|189|33|TN|Bill Frist|S|NA|Republican
10820030092179|The Senator from Connecticut|108900|031124|295|Scr24no03-8 1.txt|7073|7073|S15670-S15720|28|4|NA|Speaker|NA|NA|N/A
10820030092510|Mr. President, I commend our leader, Senator Frist, as well as Senator Grassley, Senator Baucus, and Senator Breaux, for the tremendous work in passing this very difficult bill. This is a tremendous milestone. It is great news for the seniors of our Nation. I also ask and plead with the leadership and the Members to realize that we have not yet finished work on the vitally important appropriations bills. It is extremely important we get these bills passed this year prior to the start of 2004, because there is so much in these bills that must be passed now. The Appropriations Committees, under the leadership of Chairman Stevens and Senator Byrd, have worked long and hard to produce these bills. Senator Mikulski and I fought to get an increase in veterans health of $2.9 billion. We did that because of the pressing need for our veterans. Our high-priority veterans are waiting sometimes 6 months just to get an appointment. We need that money in the VA system now, not sometime next year. We are also seeing more and more veterans coming back from the conflicts in Afghanistan and Iraq with serious injuries, long-term injuries, that are going to require veterans health care. We have to come to some agreement to get these bills passed this year, not sometime next year, not January or February or March. We cannot afford to miss a half a year. In addition to that, the distinguished Senator from Kentucky and the Senator from Connecticut put in the over $1 billion needed for the Help America Vote Act.|108285|031125|1|Scr25no03-63 1.txt|16|40|S15917-S15918|1513|262|MO|Kit Bond|S|NA|Republican
10820040000062|Mr. Speaker, a constituent in my district named Virginia received something very special this Christmas. The gift, if we could call it that, came directly from the Bush White House and the Republican leadership. Pretty impressive. It arrived on December 23 and stayed through the holidays. It was a notice saying her extended unemployment benefits would end soon. Merry Christmas, Virginia. Eighty-two thousand other Washington residents face the same fate in the first 6 months of this year. It does not matter whether there is money in the account or there is a jobless recovery underway, we realize last month we got 20 jobs in the State of Washington, 1,000 in the whole country. Virginia and thousands of other average Americans will remember this Christmas for a long time as the Christmas when she was forgotten by the Republican leadership and the White House. Tonight, the President will be upbeat. I just gave my colleagues the State of the Union in one household in my district. Virginia is anything but upbeat. She is frightened, she is angry. She calls it unconscionable. We ought to call it disgraceful. I call upon the President and the Republican leadership to recognize the ordinary Americans and support them by immediately passing an extension of unemployment benefits. Eighty-two thousand people in my State will remember.|108519|040120|1|Hcr20ja04-92 1.txt|14|35|H5|1342|220|WA|Jim McDermott|H|7|Democratic
10820040001786|That means that crime will increase I thank my colleagues for joining me tonight.|108037|040211|20|Hcr11fe04-70 1.txt|1036|1037|H495-H503|81|14|CA|Barbara Lee|H|9|Democratic
10820040003017|Mr. Speaker, on rollcall Nos. 39 and 40, I was inadvertently detained. Had I been present, I would have voted ``yea.''|108413|040304|1|Hcr04mr04-76 1.txt|16|17|H842|118|21|PA|Jim Gerlach|H|6|Republican
10820040003768|Madam Speaker, I thank the gentleman from Iowa for yielding me the time, and I am only going to take maybe a minute here to say that I am a cosponsor of this resolution, but I think most of the resolutions that we deal with here in this Chamber that come to this floor rightly focus on what is wrong throughout the world, whether it is the authoritarian regime of Robert Mugabe in Zimbabwe or Kim Jong Il in North Korea. In this context, I think it is proper for the House to recognize positive developments, and in this case, that positive development is the vibrant democracy that is India. India adopted that Constitution on January 26 of 1950 that formalized her identity as a parliamentary democracy, and the framers of India's constitution were greatly influenced by our Founding Fathers. I had an opportunity to talk to one of those framers, and he made the point that many of the same freedoms that are enshrined in our Constitution are enshrined in theirs for a reason. So today, yes, India's the world's largest democracy and that is an impressive distinction. It is an incredible commitment when we think of 600 million people going and filing their ballots in a democratic election, but the other point I think that we are focused on tonight is the fact that it is India's growth as a world power that is creating a chance for peace and for stability in south Asia. Last month, members of the Committee on International Relations had a chance to meet with India's foreign minister to discuss the growing bilateral relationship in the areas of space and of science, and I think this resolution signals Congress' interest in furthering this important relationship. I would also be remiss if, in closing, I did not mention the growing contribution of the Indian American community here in the United States. I have always been impressed with, when working with that community, their energy, their enthusiasm and indeed their dedication to education. Their upward social mobility through education is unmatched, and I think that that particular community possesses some of our most effective future leaders in this country. So, with that said, I urge passage of this resolution, and I thank the gentleman for yielding me the time.|108068|040310|12|Hcr10mr04-34 1.txt|262|296|H982-H985|2238|384|CA|Edward Royce|H|40|Republican
10820040004033|Mr. Speaker, if the gentleman from Virginia will yield for a second, I want to ask the gentlemen a few questions. They call this a jobless recovery. Would my colleague agree that there is a recovery?|108227|040311|4|Hcr11mr04-142 1.txt|236|239|H1045-H1051|199|36|MD|Elijah Cummings|H|7|Democratic
10820040004078|Mr. Speaker, there is no question whatsoever that the position of the administration and others in America supported the conclusion that the intelligence community, not just of the Bush administration, but of the administration that preceded it came to a singular conclusion: that Iraq was in possession of weapons of mass destruction. I am always anxious to remind my constituents in eastern Indiana that the reason we know Saddam Hussein possessed weapons of mass destruction was because he used them. He used them on his own people. He used them to kill thousands in Kurdistan in the early 1990s in the immediate aftermath of the first Persian Gulf War. We are told by eyewitness accounts of men, women and children running in the middle of the night out of their bedrooms, out into the streets, grabbing their throats as they were asphyxiated by mustard gas or some other chemical agent and killed in the streets and towns of Kurdistan. Chemical weapons were used against his own people. It is not a subject of theoretical analysis or intelligence analysis; but as the gentleman from Michigan knows, it is a matter of historical fact and record that Saddam Hussein in the early 1990s possessed and used chemical weapons against his own population. What became of them in the days immediately prior to Operation Iraqi Freedom, we will continue to investigate. I traveled by the site of the Iraqi survey group in Baghdad just 1 week ago, and I know in meeting with the intelligence community there that that search goes on. And as we continue to bring Iraq forward in the family of nations, and as the people of Iraq, I believe, become more confident in their own future and in the end of the dark days of Iraq and the regime and the thugs that preceded this new Iraqi Governing Council and this new government, more people will speak and more daylight will shine, and we will eventually find out what became of this program and its horrendously dangerous by-products.|108179|040311|9|Hcr11mr04-144 1.txt|163|193|H1051-H1057|1970|339|IN|Mike Pence|H|6|Republican
10820040004140|Mr. Speaker, on March 10 during the vote on the Personal Responsibility in Food Consumption Act, H.R. 339, I was present on the floor of the House of Representatives. However, my vote was not registered due to, I guess, my mistake in terms of leaving my card in the machine from the previous vote. Had this malfunction not occurred, I would have voted ``nay'' on this vote, rollcall vote No. 54.|108180|040316|1|Hcr16mr04-102 1.txt|16|22|H1096|395|71|IN|Julia Carson|H|7|Democratic
10820040004634|Mr. Speaker, I yield myself the balance of my time This is a picture that Mr. Stavenas of our staff took of a reenlistment ceremony at Saddam Hussein's spider hole in Iraq. It symbolizes the willingness of our military, our soldiers, our people in uniform, to come back under very difficult circumstances and reenlist and continue to fight this wonderful fight for the United States and for freedom. And our soldiers have done a great job for us, and this resolution is commending those soldiers. All those people who wore the uniform of the United States supported our country at a time of need and are continuing to undertake the biggest deployment right now, redeployment, since World War II. Let us all stand behind them, Republicans and Democrats, cast off the partisan positions that have been taken today on the House floor, and let them know that we support them. Mr. Speaker, I yield back the balance of my time.|108080|040317|120|Hcr17mr04-82 1.txt|2786|2800|H1142-H1202|921|160|CA|Duncan Hunter|H|52|Republican
10820040004843|Under the Speaker's announced policy of January 7, 2003, the gentleman from Arizona is recognized for 60 minutes as the designee of the majority leader.|108900|040318|1|Hcr18mr04-118 1.txt|16|18|H1310-H1317|152|25|NA|Speaker|NA|NA|N/A
10820040005532|Mr. Chairman, I rise today in support of an amendment to the Fiscal Year 2005 Budget Resolution, offered by my colleague from Virginia, Virgil Goode. His amendment was offered in the Rules Committee today, but unfortunately, the Rules Committee did not allow it to be offered on the floor of the House. Nonetheless, I want to clear my support for his amendment, had it been offered. The Goode Amendment would cut foreign aid funds by $8 billion, and use that money to pay down the deficit and take care of our veterans. From the $8 billion cut from foreign aid spending, $5 billion would be put towards the deficit and $3 billion would be put towards veterans' health care. I would have voted for this amendment, with the clarification that the $8 billion cut from foreign aid spending would not be taken from U.S. aid for Israel. Israel is our most-valued ally, and we need to do everything we can to support her. Mr. Chairman, this amendment is commensense. It takes away money from foreign aid, and gives it back to the hard-working Americans who earned the money in the first place. $5 billion would be used to put down the deficit, something we have got to start doing more. We cannot spend taxpayer dollars recklessly without thinking about our national debt, which is now up to $7.1 trillion. We owe it to our future generations to spend taxpayer money wisely so that the important programs our government provides are still around for our children and grandchildren. Also, $3 billion would be used towards veterans' health care. Mr. Chairman, since I was elected to Congress, I have done everything I possibly could for our Nation's veterans. They have done more for our country than most people will ever be asked to do, and it is important to make sure they have adequate health care. This additional $3 billion for veterans' health care funding is a step in the right direction. Again, I commend Mr. Goode for offering this worthy amendment, and I wish it could have been offered on the House floor.|108500|040324|57|Hcr24mr04-113 1.txt|1915|1945|H1451-H1466|2010|352|VA|Jo Ann Davis|H|1|Republican
10820040005768|Mr. Speaker, I rise in support of this Child Nutrition Act and I ask permission to revise and extend my remarks. This bill is a step in the right direction of important reforms in federal child nutrition programs. I would like to thank Chairman Boehner, Mr. Castle and Ranking Member Mr. Miller and Ms. Woolsey for their hard work on the bill. I would also like to take this opportunity to thank the Chairman for taking my amendment eliminating the cost-accounting requirement for severe need breakfast programs in the manager amendment in the committee markup. This paperwork problem was brought to my attention by the director of the New Jersey Child Nutrition Programs, Kathy Kuser. Many States, including New Jersey as well as Wisconsin and Illinois, are making significant efforts to improve their school breakfast participation rate, and reducing the paperwork requirements would help these efforts. Under current law, schools in which at least 40 percent of the lunches served during the second preceding school year were free or reduced price qualify for severe need breakfast assistance. They have to calculate their costs per breakfast by prorating their labor costs, and figuring out their food, supplies and other costs associated with the school breakfast program. They have to save their receipts and calculations and submit them in order to get the severe need reimbursement. Removing the cost-accounting requirement would be a significant paperwork reduction for the schools without significantly increasing cost for the government. I also want to commend the committee for including direct certification for children from food stamp households for free school meals. Many schools are not aware of this method to determine eligibility for free meals. Direct certification improves access to eligible children for free school lunch meals and improves program integrity according to a study done by Mathematica. I am also pleased to see the bill authorizes grants for ``farm-to- cafeteria'' projects that include nutrition education activities that incorporate the participation of school children in farm and agricultural education projects and that procure local foods from small- and medium-sized farms for school meals. Finally, the expansion of eligibility for Child and Adult Care Food Program for children in shelters from age 13 to 18 who live in domestic violence shelters and homeless shelters is a wonderful improvement to the previous child nutrition legislation. My constituents who participate in Mercer Street Friends, Anchor House, Triad House, Family Preservation Center and the Family Preservation House would benefit from this change to CACFP eligibility. These organizations depend on food donations to feed their clients who are nutritionally at risk and should be eligible for this important nutrition support program. I do want to point out two provisions of the bill I wish had been improved. While there are federal dietary guidelines for meals served that are reimbursed through the Federal meals program, Federal nutrition standards for foods that are not offered through the Federal meals program are lacking. As a result, children are faced with numerous food choices during the school day with little nutritional value. Our colleague, Representative Tim Ryan offered an amendment in Committee that would have resulted in enormous improvements in the school nutrition environment for children for foods sold on campus. We also should have eliminated the reduced price school meals category. Such action would make the school meal programs more accessible to low-income families; better prepare students to learn; and make the programs easier to administer. Mr. Speaker, once again I want to thank my colleagues and their staffs for their hard work and I ask my colleague to support this bill that will eliminate barriers to participation for low-income children and families and ensure greater access to these critical nutrition programs.|108315|040324|38|Hcr24mr04-97 1.txt|2857|2920|H1395-H1413|3981|618|NJ|Rush Holt|H|12|Democratic
